year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,844,0,Europe and Central Asia,C044,11.3,18.6,7.897829905,1958000.0,27.83929606,100.3323704,52.209,27.4,485.6,0.0152,0.00367,1.523,74.2,67.0,53.63758214,13.0,94.42174641,4.74
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,891,0,Europe and Central Asia,C044,11.3,18.5,8.571421963,1824000.0,27.98457924,101.2453712,52.433,26.7,487.3,0.0196,0.00583,1.496,71.3,66.0,53.63758214,13.3,93.85031784,4.6
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,922,0,Europe and Central Asia,C044,11.4,18.8,8.572185198,2049000.0,27.63506591,101.6858266,52.658,31.3,562.8,0.0221,0.00425,0.685,75.8,64.0,53.63758214,12.9,93.56460355,4.57
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,1002,0,Europe and Central Asia,C044,10.7,18.1,8.547454446,2236000.0,27.7342711,101.8982925,52.883,27.0,486.6,0.0227,0.00507,0.84,70.5,59.0,53.63758214,13.2,93.70746069,4.62
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,1168,0,Europe and Central Asia,C044,10.8,18.3,8.722156838,2377000.0,29.1487669,102.1140492,53.108,27.0,444.5,0.0191,0.00372,1.569,64.6,61.0,53.63758214,13.5,93.56460355,4.54
2013,CREC,Escherichia coli,Carbapenems,0.001,1224,1,Europe and Central Asia,C044,10.8,18.4,8.745080597,2502000.0,29.69633257,102.2816783,53.332,26.9,469.8,0.0198,0.00529,0.949,66.6,57.0,53.63758214,14.4,92.85031784,4.55
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,1216,0,Europe and Central Asia,C044,11.2,18.6,8.505668813,2675000.0,29.47567285,102.3823237,53.557,24.9,392.4,0.0219,0.00473,2.379,62.3,58.0,53.63758214,16.4,92.70746069,4.54
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,1326,0,Europe and Central Asia,C044,11.5,19.1,8.500937538,3022000.0,28.64554766,102.4461092,53.781,27.5,442.4,0.0101,0.00256,2.122,67.0,60.0,53.63758214,17.3,92.99317498,4.51
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,1420,0,Europe and Central Asia,C044,11.6,19.2,8.466537608,3397000.0,27.71225394,102.5241783,54.02,25.2,445.1,0.0127,0.00164,1.959,66.1,61.0,53.63758214,17.1,91.85031784,4.49
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,1435,0,Europe and Central Asia,C044,11.1,18.7,8.186755507,3991000.0,28.20182239,102.6108719,54.273,27.9,402.0,0.0162,0.0026,1.276,62.5,61.0,53.63758214,17.3,92.13603212,4.5
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,1668,0,Europe and Central Asia,C044,11.3,18.8,8.305010482,4425000.0,27.59111648,102.9922926,54.541,27.3,397.9,0.0127,0.00244,2.549,57.9,60.0,53.63758214,17.9,91.70746069,4.43
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,1610,0,Europe and Central Asia,C044,11.8,19.5,8.265613984,4702000.0,27.62962728,103.7119346,54.822,27.8,476.2,0.0159,0.00247,2.42,68.4,60.0,53.63758214,18.35,92.70746069,4.43
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,1617,0,Europe and Central Asia,C044,11.3,18.7,9.217121939,1216000.0,27.20190718,104.4088814,55.118,27.3,538.2,0.0194,0.00287,2.027,68.6,60.0,53.63758214,18.8,92.27888926,4.43
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,1681,0,Europe and Central Asia,C044,10.8,18.3,12.42596234,9851920.061,24.9480436,104.7042496,55.4313043,26.6,523.8,0.0273,0.00534,1.287,76.0,57.0,53.63758214,19.25,92.31383375,4.343070995
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,1660,0,Europe and Central Asia,C044,11.2,18.6,19.04069111,32107760.18,19.75258892,104.2371228,55.76391291,27.0,1803.8,0.0304,0.0101,2.018,122.1,56.0,53.63758214,19.7,92.22899424,4.099212986
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,46,0,Europe and Central Asia,C048,-0.6,3.7,8.167282013,4883000.0,17.70723458,22.16717889,84.319,8.2,635.1,0.0164,0.266,0.881,170.6,92.0,53.63758214,14.3,84.43515146,2.93
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,3099,0,Europe and Central Asia,C048,-0.5,3.8,8.025626504,5224000.0,17.48414265,22.45813998,84.588,7.5,683.3,0.0137,0.283,0.881,185.5,93.0,53.63758214,15.4,84.86372289,2.86
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,3154,0,Europe and Central Asia,C048,-0.1,4.0,8.241056056,4555000.0,17.49855402,22.63377962,84.746,7.9,646.5,0.0126,0.273,0.881,171.6,93.0,53.63758214,14.5,84.72086575,2.81
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,3866,0,Europe and Central Asia,C048,-2.9,1.4,8.353416514,5183000.0,17.51174704,23.02286274,85.056,7.5,666.3,0.0146,0.289,0.881,172.4,92.0,53.63758214,12.9,84.86372289,2.73
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,5092,0,Europe and Central Asia,C048,-0.1,4.1,10.4536867,11567000.0,15.51828923,23.19737801,85.297,8.2,726.0,0.0183,0.334,0.881,186.8,93.0,53.63758214,12.9,76.85714286,2.7
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,5529,0,Europe and Central Asia,C048,-1.4,2.7,10.77649444,12372000.0,15.78344856,23.36962,85.62,6.6,574.5,0.0153,0.371,1.032,166.0,88.0,53.63758214,12.7,77.28571429,2.66
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,7347,0,Europe and Central Asia,C048,-1.0,3.5,10.95568049,10980000.0,15.97998364,23.5684835,85.936,6.3,615.4,0.0146,0.266,1.147,166.9,89.0,53.63758214,11.8,78.28571429,2.59
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,6298,0,Europe and Central Asia,C048,0.3,4.3,11.0061177,10522000.0,15.97174244,23.80349865,86.247,7.8,673.5,0.0136,0.247,0.952,184.8,87.0,53.63758214,11.9,78.71428571,2.54
2015,CREC,Escherichia coli,Carbapenems,0.001,5307,5,Europe and Central Asia,C048,0.0,4.1,10.86163363,6482000.0,16.03900858,24.05826177,86.553,6.1,614.9,0.0158,0.316,1.502,171.3,89.0,53.63758214,11.7,80.57142857,2.44
2016,CREC,Escherichia coli,Carbapenems,0.001,6927,7,Europe and Central Asia,C048,-0.4,3.6,10.93179785,6782000.0,15.73767002,24.36244975,86.852,6.0,665.1,0.0118,0.27,1.172,178.8,88.0,53.63758214,11.6,82.71428571,2.34
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,5769,0,Europe and Central Asia,C048,-0.7,3.3,10.85258754,7054000.0,15.29326151,24.69294198,87.146,5.6,528.9,0.0151,0.257,1.21,155.7,84.0,53.63758214,11.3,83.42857143,2.21
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,5388,0,Europe and Central Asia,C048,-0.7,3.7,11.00049362,7440000.0,15.2153831,24.98145887,87.431,6.7,669.0,0.0115,0.248,1.227,179.1,85.0,53.63758214,10.8,85.71428571,2.14
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,9413,0,Europe and Central Asia,C048,-0.6,3.6,10.53541722,7616000.0,14.87585628,25.23766548,87.708,6.0,654.5,0.0149,0.272,0.881,177.9,85.0,53.63758214,10.58888889,86.42857143,2.14
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,9846,0,Europe and Central Asia,C048,0.6,4.7,11.30486977,1957000.0,14.09078067,25.42072337,87.977,5.4,596.6,0.0168,0.305,0.458,161.0,85.0,53.63758214,10.37777778,86.14285714,2.14
2021,CREC,Escherichia coli,Carbapenems,0.001,10626,11,Europe and Central Asia,C048,-1.0,3.2,15.33092237,15419263.68,12.71895053,25.48564076,88.23784054,5.8,593.4,0.0124,0.276,1.241,165.9,85.0,53.63758214,10.16666667,82.55269843,2.067304814
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,10558,0,Europe and Central Asia,C048,-0.2,4.0,24.46108645,50137791.04,10.57646547,25.39157921,88.49052161,5.7,1502.8,0.0179,0.286,0.773,205.4,83.0,53.63758214,9.955555556,82.50677388,1.851914441
2008,CREC,Escherichia coli,Carbapenems,0.01,1813,18,East Asia and Pacific,C051,21.6,26.4,3.456041318,14584000.0,24.50151188,131.7861751,41.242,27.1,1685.3,0.231,0.324,0.496,137.8,35.0,84.7016749,15.0,95.83616516,2.1
2009,CREC,Escherichia coli,Carbapenems,0.02,2983,60,East Asia and Pacific,C051,21.8,26.8,3.62030813,14150000.0,26.79975135,132.7363111,42.543,25.7,2026.2,0.203,0.286,0.605,151.0,34.0,84.7016749,15.0,95.83616516,2.1
2010,CREC,Escherichia coli,Carbapenems,0.02,4761,95,East Asia and Pacific,C051,22.4,27.4,3.389728323,15936000.0,26.09715011,133.6305056,43.856,26.1,1624.1,0.211,0.288,1.405,137.3,35.0,84.7016749,14.7,95.83616516,2.1
2011,CREC,Escherichia coli,Carbapenems,0.02,4984,100,East Asia and Pacific,C051,21.6,26.4,3.568256208,19230000.0,23.38223445,134.4963613,44.698,27.3,1825.0,0.27,0.49,0.36,142.0,34.0,84.73123732,15.3,95.83616516,2.1
2012,CREC,Escherichia coli,Carbapenems,0.01,5179,52,East Asia and Pacific,C051,22.3,27.3,3.522939793,22354000.0,23.78911422,135.3657793,45.445,25.3,1527.7,0.19,0.266,1.023,127.7,37.0,84.7574649,14.8,95.83616516,2.1
2013,CREC,Escherichia coli,Carbapenems,0.01,4955,50,East Asia and Pacific,C051,22.0,26.9,3.453133784,26547000.0,23.73593706,136.1909648,46.193,27.4,1503.6,0.208,0.293,1.234,130.8,35.0,84.78372318,14.9,96.55045088,2.1
2014,CREC,Escherichia coli,Carbapenems,0.01,4370,44,East Asia and Pacific,C051,21.9,27.0,3.684479772,24810000.0,23.97712681,136.939347,46.943,25.8,1659.1,0.168,0.231,0.845,134.0,38.0,84.8100561,14.7,96.55045088,2.1
2015,CREC,Escherichia coli,Carbapenems,0.01,5413,54,East Asia and Pacific,C051,22.3,27.4,3.85228623,29923000.0,28.36870969,137.5920394,47.694,23.5,2029.0,0.164,0.211,1.392,153.8,38.0,84.83642681,13.7,96.69330802,2.1
2016,CREC,Escherichia coli,Carbapenems,0.02,59,1,East Asia and Pacific,C051,22.5,27.5,3.939006857,32530000.0,27.52309493,138.2039911,48.448,25.8,1639.4,0.199,0.283,1.659,138.4,35.0,84.86289516,13.1,96.69330802,2.1
2017,CREC,Escherichia coli,Carbapenems,0.01,414,4,East Asia and Pacific,C051,22.2,27.0,3.852767715,35592000.0,27.87629489,138.7739083,49.2,22.7,1366.5,0.254,0.383,1.202,122.5,37.0,84.88930104,12.8,96.69330802,2.1
2018,CREC,Escherichia coli,Carbapenems,0.01,745,7,East Asia and Pacific,C051,22.2,27.0,3.869051944,38178000.0,28.9859899,139.2233201,49.949,24.4,1600.9,0.22,0.348,0.954,129.7,36.0,84.91559496,12.4,94.26473659,2.1
2019,CREC,Escherichia coli,Carbapenems,0.02,1954,39,East Asia and Pacific,C051,22.4,27.6,3.861980212,39916000.0,27.72084895,139.5755701,50.692,23.6,1688.5,0.175,0.209,1.857,137.9,36.0,84.94168096,11.98221827,94.26473659,2.1
2020,CREC,Escherichia coli,Carbapenems,0.01,2407,24,East Asia and Pacific,C051,22.4,27.5,4.345780738,39916000.0,29.55669597,139.9042142,51.43,24.8,2118.0,0.185,0.206,1.596,157.2,36.0,84.9675933,11.56443654,88.28571429,2.1
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,222,0,Middle East and North Africa,C052,15.3,20.8,6.258562857,5724000.0,44.45805881,75.21670314,68.346,19.3,328.9,0.00193,0.000438,1.896,48.6,41.0,85.27073666,37.6,97.14285714,2.18
2017,CREC,Escherichia coli,Carbapenems,0.03,77,2,Middle East and North Africa,C052,15.0,20.4,6.186577058,7052000.0,45.38337909,76.0262809,68.642,16.6,360.1,0.00222,0.000245,1.377,52.4,42.0,84.9842421,38.1,96.85714286,2.18
2018,CREC,Escherichia coli,Carbapenems,0.01,249,2,Middle East and North Africa,C052,15.1,20.5,5.94643465,8299000.0,46.95498749,76.80896627,68.945,19.1,287.8,0.00283,0.000257,1.507,43.4,43.0,84.69608731,38.0,96.42857143,2.18
2019,CREC,Escherichia coli,Carbapenems,0.02,108,2,Middle East and North Africa,C052,15.1,20.5,5.45249886,9429000.0,48.05763003,77.55737642,69.254,17.0,181.1,0.00388,0.000508,1.34,33.5,43.0,84.40589989,38.12231147,96.85714286,2.18
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,84,0,Middle East and North Africa,C052,15.2,20.6,6.425731865,2012000.0,40.77302001,78.28091529,69.568,17.1,160.2,0.0025,0.000202,2.015,32.9,44.0,84.11333932,37.92772506,96.28571429,2.18
2013,CREC,Escherichia coli,Carbapenems,0.05,2046,102,Europe and Central Asia,C053,6.2,12.0,4.370999455,39861000.0,21.65064867,99.49731299,72.531,26.4,681.4,0.0702,0.0523,1.336,113.6,50.0,53.63758214,38.5,97.57142857,2.65
2014,CREC,Escherichia coli,Carbapenems,0.01,2486,25,Europe and Central Asia,C053,6.9,12.5,4.325178561,41627000.0,22.39496837,101.49302,73.077,26.6,677.9,0.075,0.0274,1.323,115.0,45.0,53.63758214,39.2,94.42857143,2.68
2015,CREC,Escherichia coli,Carbapenems,0.05,3914,196,Europe and Central Asia,C053,6.2,11.8,4.11690405,41114000.0,21.86659228,103.486322,73.611,27.2,562.6,0.0832,0.0537,0.806,102.3,20.8,53.63758214,39.8,95.28571429,2.68
2016,CREC,Escherichia coli,Carbapenems,0.05,3865,193,Europe and Central Asia,C053,6.3,12.2,4.284692211,30907000.0,21.55793496,105.2705768,74.134,24.5,719.7,0.0712,0.0391,1.566,127.0,41.0,53.63758214,38.5,95.85714286,2.75
2017,CREC,Escherichia coli,Carbapenems,0.04,4321,173,Europe and Central Asia,C053,6.0,11.9,4.179749844,37970000.0,22.28979775,106.6614165,74.644,26.0,617.1,0.0659,0.0292,0.741,116.8,40.0,53.63758214,37.5,94.14285714,2.81
2018,CREC,Escherichia coli,Carbapenems,0.05,4759,238,Europe and Central Asia,C053,7.6,13.2,4.123638312,46113000.0,22.61772771,107.5962527,75.143,25.7,565.2,0.0841,0.0361,2.596,104.0,41.0,53.63758214,36.7,95.85714286,2.85
2019,CREC,Escherichia coli,Carbapenems,0.04,4965,199,Europe and Central Asia,C053,6.8,12.5,4.224615244,51747000.0,22.31467742,108.4698933,75.63,25.6,592.6,0.0832,0.0687,1.651,110.6,39.0,53.63758214,35.9,96.71428571,2.85
2007,CREC,Escherichia coli,Carbapenems,0.03,178,5,East Asia and Pacific,C050,5.2,9.8,7.77902719,8347000.0,18.75071524,351.1687243,88.146,25.9,1705.0,1.39,0.549,1.804,235.8,57.0,53.63758214,15.7,91.65457869,13.87
2008,CREC,Escherichia coli,Carbapenems,0.02,152,3,East Asia and Pacific,C050,6.0,10.5,8.088168935,8351000.0,18.82937873,351.3388203,89.103,24.6,1836.3,1.43,0.541,1.195,243.4,57.0,53.63758214,14.9,90.27131663,13.71
2009,CREC,Escherichia coli,Carbapenems,0.03,145,4,East Asia and Pacific,C050,5.9,10.5,8.953884717,6790000.0,18.70581605,351.2949246,89.989,24.8,1791.0,1.1,0.376,1.371,223.2,56.0,53.63758214,15.3,92.69988806,13.62
2010,CREC,Escherichia coli,Carbapenems,0.05,200,10,East Asia and Pacific,C050,5.0,9.2,9.060499955,8611000.0,18.07275369,351.3580247,90.812,26.2,1802.3,0.981,0.446,0.459,238.0,58.0,53.63758214,16.7,93.98560234,13.51
2011,CREC,Escherichia coli,Carbapenems,0.03,215,6,East Asia and Pacific,C050,4.6,9.1,10.47352384,6219000.0,16.25937635,350.7078189,91.069,23.1,1750.4,0.995,0.425,1.667,224.6,61.0,53.63758214,20.6,94.00658004,13.4
2012,CREC,Escherichia coli,Carbapenems,0.04,226,9,East Asia and Pacific,C050,5.5,9.8,10.65293733,8358000.0,16.06931222,350.1481481,91.148,21.6,1785.4,1.44,0.655,1.512,231.9,61.0,53.63758214,21.3,94.86372289,13.35
2013,CREC,Escherichia coli,Carbapenems,0.04,209,8,East Asia and Pacific,C050,5.3,10.0,10.6548296,10364000.0,15.73908798,349.6433471,91.226,21.1,1841.6,1.18,0.488,0.782,248.5,61.0,53.63758214,19.4,94.43515146,13.3
2014,CREC,Escherichia coli,Carbapenems,0.04,181,7,East Asia and Pacific,C050,5.4,10.2,10.71211885,13413000.0,15.88214105,349.1796982,91.304,24.2,1904.4,0.814,0.353,2.169,243.2,61.0,53.63758214,19.7,95.00658004,13.21
2015,CREC,Escherichia coli,Carbapenems,0.04,168,7,East Asia and Pacific,C050,6.5,11.1,10.74041286,19737000.0,15.91701423,348.8093278,91.381,21.7,1563.7,1.02,0.387,1.972,218.2,62.0,53.63758214,22.5,92.86372289,13.17
2016,CREC,Escherichia coli,Carbapenems,0.03,205,6,East Asia and Pacific,C050,6.6,11.2,10.66581016,24039000.0,15.96279055,348.6310014,91.457,20.0,1876.2,1.53,0.682,1.859,233.3,61.0,53.63758214,19.8,95.72086575,13.11
1999,CREC,Escherichia coli,Carbapenems,2.22e-18,6096,0,North America,C055,2.6,9.0,12.44126184,84362782.0,58.55420127,30.48084346,78.87708964,12.9,735.0,0.0535,0.164,0.758,102.7,75.0,53.63758214,27.8,90.83625481,3.363196635
2000,CREC,Escherichia coli,Carbapenems,2.22e-18,8228,0,North America,C055,2.8,9.0,12.47666674,78343000.0,55.6100775,30.79730133,79.057,12.9,729.8,0.0522,0.133,1.0,100.5,78.0,53.63758214,27.8,90.41516637,3.49
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,8515,0,North America,C055,3.0,9.2,13.14153758,70975000.0,54.66393591,31.10362839,79.234,12.6,762.0,0.0522,0.149,0.786,106.6,76.0,53.63758214,29.7,90.27230923,3.47
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,9105,0,North America,C055,3.1,9.3,13.95649086,64434000.0,54.78593244,31.39354993,79.409,12.2,806.2,0.0574,0.16,0.951,109.8,77.0,53.63758214,29.2,90.27230923,3.39
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,9130,0,North America,C055,3.1,9.2,14.45122768,62082000.0,55.01500359,31.66453462,79.583,11.9,759.8,0.0561,0.182,0.99,108.7,75.0,53.63758214,29.8,91.70088066,3.33
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,10205,0,North America,C055,3.2,9.2,14.49009264,67606000.0,54.57042524,31.95894507,79.757,11.4,746.7,0.0547,0.146,0.863,105.4,75.0,53.63758214,27.4,91.8437378,3.26
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,10078,0,North America,C055,3.4,9.5,14.50937229,71484000.0,54.52131579,32.2548766,79.928,12.3,722.0,0.0523,0.14,1.153,103.6,76.0,53.63758214,29.7,91.8437378,3.2
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,9728,0,North America,C055,3.3,9.6,14.63622744,183178000.0,53.69443478,32.56739985,80.099,11.1,764.7,0.0512,0.128,1.026,107.6,73.0,53.63758214,29.3,91.8437378,3.18
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,9390,0,North America,C055,3.2,9.4,14.84013277,175299000.0,53.65125226,32.87861136,80.269,11.5,780.3,0.0432,0.107,1.143,106.8,72.0,53.63758214,27.9,91.8437378,3.14
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,8798,0,North America,C055,2.4,8.6,15.12527011,175703000.0,52.48954057,33.24368685,80.438,10.5,765.9,0.054,0.117,0.212,106.9,73.0,53.63758214,27.8,91.98659494,3.13
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,7761,0,North America,C055,2.6,8.7,16.10738661,160508000.0,51.48030062,33.53639923,80.606,9.5,769.3,0.0573,0.117,0.398,107.4,75.0,53.63758214,28.7,90.27230923,3.08
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,7631,0,North America,C055,3.1,9.1,16.09899908,162275000.0,51.13159415,33.81578008,80.772,9.4,726.2,0.0502,0.121,0.695,102.5,71.0,53.63758214,28.6,91.55802351,3.05
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,6962,0,North America,C055,2.9,9.1,16.01974463,147271421.9,51.05164191,34.06244395,80.944,9.5,802.6,0.0586,0.128,0.537,108.8,71.0,53.63758214,29.2,92.41516637,2.97
2012,CREC,Escherichia coli,Carbapenems,0.01,7673,77,North America,C055,3.4,9.8,15.97576641,171629890.6,51.15852931,34.31324483,81.119,8.8,781.0,0.0474,0.13,1.448,107.9,73.0,53.63758214,25.1,91.70088066,2.93
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,9203,0,North America,C055,2.7,8.9,15.82098833,179309906.3,50.47715374,34.55181319,81.299,8.5,860.3,0.0532,0.115,0.614,112.4,73.0,53.63758214,24.7,91.98659494,2.89
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,11071,0,North America,C055,3.0,9.2,16.00899887,178311359.4,49.18666145,34.8061343,81.483,8.5,789.7,0.0516,0.137,0.501,108.4,74.0,53.63758214,25.0,92.41516637,2.83
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,13032,0,North America,C055,3.8,10.0,16.28466612,176864531.3,48.62708498,35.06332868,81.671,8.1,819.7,0.0564,0.131,1.531,111.1,76.0,53.63758214,25.2,92.55802351,2.8
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,16453,0,North America,C055,4.3,10.5,16.58075461,175261484.4,48.86335637,35.31834714,81.862,7.5,860.5,0.0518,0.145,2.224,114.3,74.0,53.63758214,25.0,92.98659494,2.77
2000,CREC,Escherichia coli,Carbapenems,0.15,204,31,Latin America and the Caribbean,C056,20.3,25.3,7.349016717,602000.0,54.08254405,27.6942679,87.559,18.5,1790.0,0.385,0.651,0.298,153.0,27.0,53.63758214,10.3,62.38326206,0.800000012
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,331,0,Latin America and the Caribbean,C056,20.7,25.8,7.859209855,792000.0,54.9824662,28.20724789,87.85,22.6,1934.3,0.343,0.533,0.626,155.7,28.0,53.63758214,10.4,74.09754777,0.800000012
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,621,0,Latin America and the Caribbean,C056,20.8,25.8,7.720838527,590000.0,53.82577665,28.71824613,87.876,20.8,2000.9,0.387,0.644,0.864,160.9,25.0,53.63758214,10.5,74.5261192,0.800000012
2003,CREC,Escherichia coli,Carbapenems,0.01,580,6,Latin America and the Caribbean,C056,21.2,26.1,7.500918666,435000.0,49.55294706,29.22966839,87.902,23.6,2105.2,0.416,0.675,0.912,167.2,24.0,53.63758214,10.8,76.81183349,0.9
2004,CREC,Escherichia coli,Carbapenems,0.02,693,14,Latin America and the Caribbean,C056,20.9,25.8,6.781316164,618000.0,45.81498881,29.73405929,87.928,20.5,1989.0,0.425,0.721,0.676,158.1,23.0,53.63758214,11.5,81.5261192,0.9
2005,CREC,Escherichia coli,Carbapenems,0.01,659,7,Latin America and the Caribbean,C056,21.1,25.9,6.054475915,846000.0,53.50846169,30.23500368,87.954,21.6,2042.6,0.384,0.557,0.933,161.5,23.0,53.63758214,12.2,85.24040492,0.9
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,848,0,Latin America and the Caribbean,C056,21.2,25.8,8.089712008,883000.0,43.16394407,30.72624114,87.98,20.9,2010.7,0.417,0.644,0.674,159.3,23.0,53.63758214,13.1,76.38326206,0.9
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,749,0,Latin America and the Caribbean,C056,21.0,25.8,7.772301031,898000.0,48.31311312,31.20582393,88.006,21.6,1572.0,0.419,0.622,0.76,140.5,20.0,53.63758214,13.9,72.24040492,1.3
2008,CREC,Escherichia coli,Carbapenems,0.01,1035,10,Latin America and the Caribbean,C056,20.9,25.7,6.404551191,702000.0,60.15275576,31.66921716,88.031,21.5,2275.8,0.434,0.672,0.518,170.3,19.0,53.63758214,14.6,70.95469063,1.3
2009,CREC,Escherichia coli,Carbapenems,0.01,434,4,Latin America and the Caribbean,C056,21.2,26.1,7.550159673,567000.0,65.60511989,32.11597075,88.057,20.1,2102.8,0.316,0.468,0.816,171.0,19.0,53.63758214,15.0,73.0,1.1
2010,CREC,Escherichia coli,Carbapenems,0.02,761,15,Latin America and the Caribbean,C056,21.4,26.2,6.829588113,535000.0,62.11984079,32.55486877,88.083,24.6,1821.9,0.525,0.749,1.227,156.7,20.0,53.63758214,16.0,72.85714286,1.1
2011,CREC,Escherichia coli,Carbapenems,0.01,683,7,Latin America and the Caribbean,C056,21.0,25.8,7.177066439,625000.0,57.08923359,32.98697239,88.108,22.7,1855.4,0.474,0.736,0.601,159.5,19.0,53.63758214,17.6,74.14285714,0.93
2012,CREC,Escherichia coli,Carbapenems,0.04,582,23,Latin America and the Caribbean,C056,20.8,25.7,6.772952486,1061000.0,55.72266745,33.41128734,88.123,21.6,1605.4,0.434,0.684,0.513,139.1,19.0,53.63758214,18.7,76.0,0.93
2013,CREC,Escherichia coli,Carbapenems,0.01,141,1,Latin America and the Caribbean,C056,20.9,25.8,5.984553528,1085000.0,61.44988543,33.82803809,88.133,20.4,1654.5,0.407,0.579,0.941,143.6,20.0,53.63758214,19.5,78.0,0.93
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,1726,0,Sub-Saharan Africa,C045,7.5,12.2,7.944344012,12097000.0,41.03651838,43.2311906,62.746,21.7,1666.6,0.16,0.249,1.354,125.5,41.0,43.34615481,21.8,72.57142857,2.3
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,3380,0,Sub-Saharan Africa,C045,7.5,12.2,8.004289448,13069000.0,41.63955021,43.80963737,63.272,22.5,1228.9,0.183,0.228,1.931,109.9,43.0,43.34615481,22.4,71.0,2.3
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,3818,0,Sub-Saharan Africa,C045,7.9,12.8,8.103224255,14318000.0,42.10569868,44.41023832,63.793,24.9,1321.0,0.0935,0.118,1.234,113.1,42.0,43.47679106,22.0,75.42857143,2.3
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,4159,0,Sub-Saharan Africa,C045,8.1,12.9,7.87136537,14530000.0,42.70526191,45.11582076,64.312,26.0,1184.9,0.0873,0.0545,2.431,115.8,44.0,43.60692839,25.0,81.71428571,2.3
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,6387,0,Sub-Saharan Africa,C045,8.3,13.2,8.053043472,13952000.0,41.25089441,46.0613013,64.828,24.4,1396.3,0.0677,0.048,2.125,116.8,44.0,43.73631358,24.9,81.14285714,2.3
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,6489,0,Sub-Saharan Africa,C045,8.7,13.5,8.07959481,15121000.0,41.35696618,46.51120197,65.341,24.0,1009.3,0.139,0.0864,2.046,102.1,45.0,43.86494525,25.1,81.71428571,2.3
2018,CREC,Escherichia coli,Carbapenems,0.01,3600,36,Sub-Saharan Africa,C045,8.1,13.0,8.05990034,15004000.0,41.62373719,47.26742039,66.355,21.4,1355.3,0.146,0.105,2.412,108.5,43.0,44.11920012,25.7,79.14285714,2.3
2019,CREC,Escherichia coli,Carbapenems,0.01,3978,40,Sub-Saharan Africa,C045,8.6,13.6,8.223169058,14797000.0,40.43107319,47.88354945,66.856,21.9,1715.7,0.148,0.122,2.34,119.5,44.0,44.24482404,26.06902388,83.71428571,2.3
